20220624,236,232,480,425,380,225,101,52,35,15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0
20220623,284,246,516,451,389,274,121,63,46,20,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20220622,320,259,480,438,353,244,99,66,51,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220621,308,229,319,354,312,219,103,51,44,22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220620,142,170,187,191,184,102,52,25,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220619,274,217,272,277,263,171,55,57,20,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220618,232,213,338,303,300,161,62,37,25,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220617,225,179,305,318,263,148,79,43,29,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220616,248,221,350,374,278,188,56,57,37,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220615,310,243,353,360,349,205,82,71,32,9,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
20220614,257,234,264,255,241,142,70,43,18,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20220613,184,113,153,158,174,91,40,27,12,6,1,1,1,0,0,1,0,0,1,0,0,1,0,0,4,0,0
20220612,278,215,273,270,235,145,74,29,17,10,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0,0
20220611,218,222,284,287,239,142,59,40,24,9,2,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0,0
20220610,208,209,346,309,251,137,65,39,25,11,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,0,0
20220609,285,226,344,380,307,160,85,52,26,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
20220608,316,238,347,335,334,172,89,58,29,15,1,1,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0
20220607,269,207,337,328,312,175,74,49,30,17,0,2,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
20220606,152,116,183,178,167,103,50,40,14,10,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0
20220605,268,182,292,282,263,122,71,62,29,13,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
20220604,312,203,398,396,365,195,103,49,32,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
20220603,285,212,456,382,344,190,95,72,52,23,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0
20220602,348,246,489,465,367,209,95,66,35,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20220601,391,272,478,434,387,214,115,60,41,22,1,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0
20220531,413,288,431,441,368,192,104,70,35,19,1,0,0,0,0,0,0,1,2,0,0,0,0,0,3,0,0
20220530,189,150,248,264,207,143,54,49,25,12,2,1,0,0,0,0,1,1,2,0,0,0,0,0,4,0,0
20220529,389,268,354,421,359,191,88,68,41,13,0,2,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0
20220528,396,315,488,476,397,219,113,75,48,19,2,1,0,0,0,0,1,1,1,0,0,0,0,0,3,0,0
20220527,361,333,516,486,431,236,100,84,63,18,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
20220526,518,405,737,595,510,299,154,96,61,15,1,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,0
20220525,659,546,722,729,602,336,149,94,70,20,2,0,0,0,0,0,1,0,2,0,1,0,0,0,2,2,0
20220524,557,431,563,613,510,274,130,88,63,36,5,1,0,0,0,0,1,0,2,0,1,0,0,0,2,2,0
20220523,345,288,367,359,300,189,66,47,41,20,0,3,0,0,0,0,1,0,2,0,1,0,0,0,2,2,0
20220522,622,467,609,567,517,257,119,70,57,26,6,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0
20220521,619,429,672,663,491,266,119,80,84,40,1,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0
20220520,565,440,769,688,537,310,96,82,59,23,4,0,0,0,0,0,1,1,1,0,0,0,0,0,2,1,0
20220519,629,537,860,815,624,361,159,106,60,20,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
20220518,725,569,926,779,633,359,154,93,70,45,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
20220517,604,471,775,643,538,316,138,83,60,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
20220516,365,335,503,380,346,236,93,59,43,17,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0
20220515,519,504,755,567,444,244,135,93,63,22,0,2,0,0,0,1,0,1,2,0,0,0,0,0,4,0,0
20220514,510,512,956,636,516,335,149,100,54,28,0,3,0,0,0,1,0,1,2,0,0,0,0,0,4,0,0
20220513,459,487,1138,767,557,344,144,98,82,27,3,3,0,0,0,1,0,1,2,0,0,0,0,0,4,0,0
20220512,459,529,1219,752,528,385,160,97,59,25,2,1,0,0,0,1,0,1,3,1,0,0,0,0,6,0,0
20220511,482,566,1366,870,676,396,198,123,69,18,0,0,0,0,0,1,0,2,4,1,0,0,0,0,7,1,0
20220510,441,519,1195,869,638,406,191,99,60,31,2,0,0,0,0,1,0,3,4,1,0,0,0,0,7,2,0
20220509,345,372,794,585,416,256,109,69,44,21,0,0,0,0,0,1,0,2,3,1,0,0,0,0,6,1,0
20220508,528,667,1156,800,745,432,178,95,86,23,1,0,0,0,0,1,0,2,3,2,0,0,0,0,7,1,0
20220507,472,485,827,738,578,374,135,108,58,33,1,0,0,0,0,1,0,2,3,2,0,0,0,0,7,1,0
20220506,259,327,633,504,485,234,110,61,47,20,1,0,0,0,0,1,0,1,3,3,0,0,0,0,7,1,0
20220505,267,316,526,443,360,201,105,53,31,12,1,5,1,0,0,1,0,1,3,3,1,0,0,0,8,2,0
20220504,406,380,590,620,461,261,98,86,69,23,0,5,1,0,0,1,0,1,3,3,1,0,0,0,8,2,0
20220503,513,471,609,633,532,300,109,88,72,30,0,0,2,0,0,1,0,1,3,3,1,0,0,0,9,2,0
20220502,358,313,471,459,370,232,94,65,28,11,2,0,2,0,0,1,0,1,2,3,1,0,0,0,8,2,0
20220501,512,414,566,616,519,272,122,77,48,14,0,1,2,0,0,0,0,1,4,2,0,0,0,0,8,1,0
20220430,418,399,582,557,534,257,109,63,48,11,1,0,2,0,0,0,1,1,4,3,0,0,0,0,9,2,0
20220429,564,555,690,756,646,379,145,90,53,15,0,0,2,0,0,0,0,2,4,3,1,0,0,0,9,3,0
20220428,912,725,965,992,936,444,197,112,76,35,0,0,2,0,0,0,0,2,4,4,1,0,0,0,10,3,0
20220427,1075,830,1054,1123,970,521,213,134,97,35,0,0,3,2,0,0,0,1,5,3,1,0,0,0,12,3,0
20220426,942,745,801,899,834,448,185,106,66,20,2,0,2,1,0,0,0,2,5,4,1,0,0,0,14,1,0
20220425,582,464,546,565,454,265,131,77,40,16,1,0,3,1,0,0,0,2,5,4,1,0,0,0,14,2,0
20220424,906,757,828,863,822,386,163,112,70,28,1,0,2,1,0,0,0,2,4,3,2,0,0,0,11,3,0
20220423,887,769,982,965,855,486,208,119,82,29,5,0,2,1,0,0,0,2,4,3,2,0,0,0,11,3,0
20220422,879,759,996,996,847,460,206,135,82,33,2,1,2,2,0,0,0,1,4,4,1,0,0,0,11,3,0
20220421,1203,922,1224,1247,1067,527,205,179,98,39,1,1,1,2,0,0,2,1,4,4,1,0,0,0,12,3,0
20220420,1316,954,1150,1227,1031,562,242,167,89,36,1,1,1,2,0,0,2,1,4,4,1,0,0,0,12,3,0
20220419,1041,754,947,1041,853,471,219,130,89,36,2,0,2,2,0,0,2,1,4,3,1,0,0,0,11,4,0
20220418,543,472,694,641,561,316,116,60,51,18,1,6,2,2,0,0,1,1,5,3,1,0,0,0,11,4,0
20220417,867,732,937,981,846,437,199,127,68,24,2,0,2,2,0,0,1,2,5,4,1,0,0,0,12,5,0
20220416,1098,804,1397,1286,1095,557,235,174,99,50,1,1,2,2,0,0,1,2,5,4,1,0,0,0,12,5,0
20220415,1015,826,1364,1334,1113,603,232,143,94,41,2,1,3,2,0,0,1,2,5,5,2,0,0,0,15,5,0
20220414,1370,1107,1689,1645,1324,721,296,201,130,50,7,0,3,1,0,0,2,2,6,5,2,0,0,0,17,4,0
20220413,1423,1045,1576,1554,1262,712,297,220,119,42,3,0,3,2,0,1,2,2,5,6,2,0,0,0,17,6,0
20220412,1212,882,1313,1275,1111,588,235,173,97,31,3,2,3,2,0,1,2,2,6,9,2,0,0,0,22,5,0
20220411,776,615,885,828,735,401,148,104,47,20,3,0,2,2,0,1,1,2,8,10,2,0,0,0,23,5,0
20220410,1352,1024,1576,1480,1267,723,285,178,89,46,5,1,2,2,1,1,1,2,7,10,3,0,0,0,22,7,0
20220409,1320,1030,1691,1482,1255,704,289,185,93,47,4,2,2,2,1,1,1,2,7,10,3,0,0,0,22,7,0
20220408,1165,990,1785,1576,1256,725,274,166,117,57,0,1,2,2,1,1,1,2,6,12,3,0,0,0,21,9,0
20220407,1196,1023,1970,1648,1520,776,268,204,103,41,3,1,2,1,1,1,1,3,6,12,2,0,0,0,21,8,0
20220406,1367,967,1851,1624,1410,769,319,192,109,42,2,0,2,1,1,1,1,3,5,11,4,0,0,0,20,9,0
20220405,1083,864,1525,1298,1126,667,193,105,81,25,1,0,1,1,2,1,1,4,5,11,4,0,0,0,19,11,0
20220404,685,596,916,762,703,430,150,77,42,20,2,1,1,1,2,0,1,3,5,12,4,0,0,0,19,10,0
20220403,1263,1116,1689,1370,1282,672,246,152,80,25,2,2,0,1,2,0,2,2,7,12,5,0,0,0,20,11,0
20220402,1123,1002,1587,1413,1156,602,247,141,93,29,2,0,0,1,2,0,1,4,6,13,5,0,0,0,22,10,0
20220401,1151,1029,1806,1410,1345,705,258,139,103,34,2,0,0,0,2,0,1,4,6,12,5,0,0,0,21,9,0
20220331,1330,1164,1756,1395,1376,658,238,164,108,35,2,0,1,0,2,0,1,5,7,11,5,0,0,0,24,8,0
20220330,1790,1393,1831,1577,1540,781,286,153,112,54,3,0,2,0,2,0,1,5,7,8,7,0,0,0,23,9,0
20220329,1524,1262,1454,1287,1169,610,225,167,100,46,2,0,2,0,2,0,1,5,7,9,7,0,0,0,24,9,0
20220328,899,809,814,671,714,333,129,93,48,31,3,0,2,0,2,1,2,5,5,13,7,0,0,0,27,10,0
20220327,1511,1288,1446,1227,1323,592,219,129,71,33,5,0,2,0,1,2,2,5,5,15,4,0,0,0,26,10,0
20220326,1229,1121,1487,1249,1235,621,213,149,103,27,5,1,2,0,1,2,2,4,5,15,4,0,0,0,25,10,0
20220325,1308,1079,1271,1333,1260,575,206,127,106,23,1,0,2,0,1,3,2,4,6,15,5,0,0,0,27,11,0
20220324,1686,1313,1476,1546,1560,789,247,141,79,33,2,3,3,0,1,3,4,4,6,15,5,0,0,0,28,13,0
20220323,1286,1053,1018,1048,1090,544,171,117,76,26,1,0,3,0,1,2,3,4,7,19,5,0,0,0,32,12,0
20220322,703,575,574,567,539,287,120,79,56,29,4,0,3,0,1,2,3,4,7,19,6,0,0,0,35,10,0
20220321,786,621,618,605,665,320,97,76,57,9,1,0,2,0,1,2,2,7,8,18,6,0,0,0,36,10,0
20220320,1284,996,1044,1147,1054,532,201,129,80,34,1,0,2,0,1,2,2,7,8,18,6,0,0,0,36,10,0
20220319,1396,1044,1242,1321,1250,656,242,155,91,43,3,1,2,0,1,2,2,7,8,17,6,0,0,0,35,10,0
20220318,1458,1072,1349,1434,1357,628,234,143,98,45,6,1,2,0,1,2,2,6,11,16,7,1,0,0,36,12,0
20220317,1602,1226,1395,1585,1424,666,268,155,99,33,5,3,1,0,1,2,1,10,12,17,7,2,0,0,40,13,0
20220316,2218,1522,1511,1746,1640,846,364,202,120,50,2,0,0,0,1,2,2,10,12,17,7,3,0,0,43,11,0
20220315,1770,1165,1096,1323,1268,649,250,153,121,40,1,0,0,0,1,3,2,10,15,17,10,3,0,0,47,14,0
20220314,1036,739,692,772,850,375,174,104,60,32,2,0,0,0,1,3,2,10,13,22,10,3,0,0,49,15,0
20220313,1720,1151,1211,1331,1324,719,320,177,125,46,5,2,1,0,1,3,2,9,14,20,11,2,0,0,47,16,0
20220312,1742,1303,1448,1572,1578,823,343,187,111,54,1,2,1,0,1,3,2,9,14,21,9,2,0,0,47,15,0
20220311,1554,1125,1309,1507,1508,761,285,196,152,64,3,0,1,0,1,2,2,9,13,22,7,1,0,0,43,15,0
20220310,1929,1403,1534,1710,1755,895,379,230,176,66,1,2,3,0,1,3,2,7,14,23,10,1,0,0,48,16,0
20220309,2292,1519,1552,1766,1880,954,382,228,179,69,2,0,1,0,1,2,2,6,14,25,10,2,1,0,44,20,0
20220308,1791,1247,1250,1416,1521,817,354,229,193,103,3,1,1,0,1,2,2,5,13,26,14,2,1,0,44,23,0
20220307,1091,716,819,842,848,533,243,147,92,40,2,1,0,0,1,2,3,6,15,24,16,1,1,0,47,22,0
20220306,1744,1253,1407,1540,1571,875,416,246,173,60,4,0,1,0,1,1,3,4,17,27,16,1,0,0,49,22,0
20220305,1901,1318,1698,1830,1843,1102,460,325,217,107,4,1,1,0,1,1,3,4,17,27,15,1,0,0,50,20,0
20220304,1816,1299,1773,1820,1795,944,429,302,234,97,6,2,1,0,1,1,3,6,17,26,14,1,0,0,49,21,0
20220303,2155,1511,1944,2071,2079,1210,539,345,280,112,1,4,0,0,1,0,1,7,16,31,13,1,0,0,49,21,0
20220302,2409,1600,1862,2142,2086,1219,575,363,283,141,11,2,0,0,1,0,2,7,16,28,13,1,0,0,50,18,0
20220301,2062,1405,1696,2043,2095,1125,570,377,299,135,4,2,0,0,1,0,2,7,14,29,14,1,0,0,50,18,0
20220228,1845,1306,1399,1586,1532,885,406,308,267,88,5,5,0,0,1,0,2,7,13,29,16,1,0,0,51,18,0
20220227,1845,1308,1478,1728,1816,1012,462,326,235,101,9,1,0,0,1,0,3,8,17,28,16,2,0,0,56,19,0
20220226,2112,1393,1694,2022,1979,1082,505,354,283,133,4,1,0,0,1,0,3,6,16,28,17,2,0,0,53,20,0
20220225,1939,1319,1555,1936,2000,1007,536,394,292,138,8,1,0,0,1,1,3,8,19,29,16,2,0,0,58,21,0
20220224,1958,1368,1468,1672,1636,927,448,326,258,107,1,0,0,0,1,1,3,7,18,32,18,1,0,0,58,23,0
20220223,2895,1833,1874,2297,2389,1437,667,518,446,200,7,4,0,0,1,1,5,7,18,30,16,1,1,0,58,22,0
20220222,2136,1463,1566,1734,1937,1114,587,410,345,141,6,4,0,0,1,1,4,7,20,30,17,1,1,0,59,23,0
20220221,1673,1153,1334,1337,1408,873,406,285,221,109,1,5,0,0,1,1,4,7,16,33,17,2,1,0,54,28,0
20220220,2389,1679,1884,2012,2114,1236,665,467,341,139,8,1,1,0,1,3,2,6,19,34,18,2,1,0,60,27,0
20220219,2134,1577,2012,2246,2312,1377,730,519,412,180,11,6,1,0,1,3,2,6,19,34,18,2,1,0,60,27,0
20220218,2398,1907,2436,2778,2916,1551,869,556,501,203,7,7,2,0,1,2,2,6,18,31,17,1,0,0,57,23,0
20220217,2754,2076,2736,3169,3117,1759,969,646,439,184,12,3,2,0,1,3,3,7,18,28,18,1,0,0,58,23,0
20220216,2809,2163,2540,2900,3028,1692,868,671,447,201,9,3,1,1,1,3,3,8,17,28,18,1,0,0,61,20,0
20220215,2439,1878,2243,2635,2741,1682,754,552,418,171,9,3,1,0,1,2,3,7,14,28,20,1,0,0,57,20,0
20220214,1613,1152,1608,1726,1730,1115,570,396,291,121,7,5,0,0,1,1,3,5,15,28,20,1,0,0,57,17,0
20220213,2112,1526,2062,2254,2189,1310,687,417,357,153,4,3,0,0,1,1,1,3,16,22,20,1,0,0,50,15,0
20220212,1693,1297,1942,2061,2095,1182,593,445,303,140,11,3,0,0,1,1,1,2,13,22,21,1,0,0,47,15,0
20220211,2742,2063,3091,3318,3215,1961,984,671,423,179,11,2,0,0,1,2,3,1,12,19,21,2,0,0,45,16,0
20220210,2998,2150,3032,3171,3260,1911,1010,709,485,152,7,6,1,0,1,1,3,1,12,21,21,3,0,0,46,18,0
20220209,3157,2105,2899,2997,2995,1759,943,704,533,185,5,5,1,1,1,2,2,1,13,17,18,3,0,0,41,18,0
20220208,2569,1999,2780,2874,2862,1814,933,645,436,182,17,2,1,1,1,1,2,1,10,15,16,3,0,0,36,15,0
20220207,1797,1399,2051,2080,2040,1264,694,454,297,123,5,7,1,1,1,1,2,2,8,13,16,3,0,0,32,16,0
20220206,2530,2053,3055,3194,3016,1619,846,616,441,146,9,1,1,1,1,1,1,2,7,11,16,4,0,0,30,15,0
20220204,2736,2138,3664,3687,3391,2003,946,664,405,157,5,2,1,1,1,1,0,3,9,10,12,3,0,0,26,15,0
20220203,3007,2425,3849,3675,3457,2047,987,678,416,132,3,3,1,1,1,1,1,3,8,8,10,4,0,0,24,14,0
20220202,3300,2458,4039,3741,3496,2108,1070,736,456,153,12,7,1,1,1,1,1,3,6,5,7,4,0,0,19,11,0
20220201,2079,1642,2824,2549,2279,1459,687,484,304,131,0,7,2,1,1,1,1,3,6,6,5,3,0,0,19,10,0
20220129,2151,1916,3893,3249,2755,1694,802,527,302,137,5,2,1,1,0,1,1,3,6,4,2,3,0,0,15,7,0
20220128,2165,1925,3946,3407,2886,1654,775,458,297,111,7,0,1,1,0,1,2,1,6,4,1,3,0,0,15,5,0
20220127,2048,1750,3775,3000,2594,1661,752,504,321,127,5,1,1,1,0,1,2,2,3,4,2,2,0,0,12,6,0
20220126,1829,1600,3225,2442,2213,1334,671,414,250,102,5,1,1,1,0,1,2,2,3,4,2,2,0,0,12,6,0
20220125,1562,1463,3126,2257,1876,1259,538,356,264,104,7,1,1,1,0,0,0,2,2,4,2,2,0,0,10,4,0
20220124,1068,1001,2248,1456,1222,746,350,241,123,47,1,0,1,0,0,0,0,2,2,3,2,2,0,0,8,4,0
20220123,1155,1141,2411,1694,1362,823,397,255,170,58,2,0,1,0,0,0,0,3,2,3,2,2,0,0,8,5,0
20220122,1171,1313,3234,2070,1524,964,471,266,151,58,5,0,1,0,0,0,0,3,2,3,1,2,0,0,8,4,0
20220121,880,1078,2973,1835,1333,847,381,218,117,34,3,0,1,0,0,0,0,3,2,2,1,2,0,0,7,4,0
20220120,781,976,2617,1550,1251,775,340,201,111,34,2,0,1,0,0,0,0,2,2,1,1,2,0,0,5,4,0
20220119,700,939,2120,1305,1043,654,301,171,98,44,2,0,1,0,0,0,0,2,3,1,2,1,0,0,7,3,0
20220118,406,769,1611,829,678,491,212,102,71,16,0,0,1,0,0,0,0,1,2,1,2,0,0,0,5,2,0
20220117,285,533,1232,603,419,359,129,92,48,19,0,0,1,0,0,0,0,1,1,0,2,0,0,0,3,2,0
20220116,294,565,1477,661,504,339,162,107,44,19,0,0,1,0,0,0,0,1,1,0,2,0,0,0,3,2,0
20220115,266,568,1743,759,568,348,142,95,51,19,2,0,1,0,0,0,0,1,1,0,1,0,0,0,2,2,0
20220114,236,483,1474,714,515,354,132,84,41,16,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,2,0
20220113,187,310,1093,616,413,275,120,66,35,8,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,3,0
20220112,107,201,745,436,302,228,91,51,28,8,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,3,0
20220111,55,100,383,163,113,79,30,20,15,4,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,2,0
20220110,41,112,326,145,111,69,38,17,9,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,2,0
20220109,43,100,504,232,159,102,32,35,13,3,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,2,0
20220108,49,96,517,261,121,107,27,22,17,7,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,2,0
20220107,42,70,385,186,111,69,32,16,9,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0
20220106,27,37,254,131,99,42,26,13,7,4,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0
20220105,14,24,153,70,55,41,19,10,3,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0
20220104,8,10,59,37,16,15,1,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
20220103,4,9,30,24,17,9,0,6,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20220102,3,7,31,15,18,3,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20220101,6,2,20,21,14,10,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20211231,5,2,18,22,11,10,6,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20211230,6,5,13,15,10,6,3,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20211229,6,6,23,20,11,5,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20211228,2,5,16,8,6,6,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
20211227,1,3,13,2,6,6,0,1,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
20211226,4,4,11,9,5,6,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
20211225,6,2,7,8,4,4,2,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
20211224,1,3,9,11,3,5,1,2,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
20211223,0,1,15,7,7,3,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
20211222,3,2,7,11,6,3,4,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0
20211221,3,4,8,10,4,4,2,1,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0
20211110,5,3,6,3,3,0,0,4,1,0,0,0,0,0,0,0,1,4,2,2,1,0,0,0,9,1,0
20211109,4,1,8,7,2,2,1,2,3,0,0,0,0,0,0,0,1,4,2,2,1,0,0,0,9,1,0
20211108,4,2,3,1,3,3,2,0,0,0,0,0,0,0,0,0,1,4,2,2,1,0,0,0,9,1,0
20211107,3,2,5,2,6,1,0,0,2,0,0,0,0,0,0,0,1,4,3,2,2,0,0,0,11,1,0
20211106,3,3,10,4,2,2,2,1,2,0,0,0,0,0,0,0,1,4,3,2,2,0,0,0,11,1,0
20211105,4,3,4,5,2,1,5,0,1,0,0,0,0,0,0,0,1,5,2,2,2,0,0,0,11,1,0
20211104,2,0,1,2,2,1,2,0,3,1,0,0,0,0,0,0,1,5,2,2,2,0,0,0,11,1,0
20211103,2,1,2,6,6,2,2,3,1,0,0,0,0,0,0,0,1,6,3,2,2,0,0,0,13,1,0
20211102,2,2,6,2,3,1,1,1,0,0,0,0,0,0,0,0,1,6,3,2,2,0,0,0,13,1,0
