20210720,75,78,448,300,234,179,45,20,6,2,0,0,0,0,2,10,16,17,14,1,0,0,0,48,12,0
20210719,45,48,204,173,127,82,29,11,7,1,0,0,0,0,4,10,13,14,17,2,0,0,0,47,13,0
20210718,43,65,326,203,186,123,26,20,14,2,0,0,0,1,2,8,12,17,16,2,0,0,0,44,14,0
20210717,61,110,469,311,232,149,51,17,8,1,1,0,0,1,2,8,13,17,16,2,0,0,0,46,13,0
20210716,53,109,431,265,201,142,40,17,9,3,1,0,0,1,1,7,10,15,17,2,0,0,0,41,12,0
20210715,50,103,450,256,211,153,50,20,10,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20210714,72,98,326,214,209,140,57,15,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20210713,17,53,257,175,144,113,39,21,8,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20210712,25,33,172,102,91,50,16,8,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20210711,24,50,208,119,109,64,21,12,6,1,0,0,0,3,0,4,20,11,20,3,0,0,0,50,11,0
20210710,34,67,301,186,172,107,44,20,16,3,0,0,0,3,0,5,20,12,20,3,0,0,0,51,12,0
20210709,36,46,270,157,147,112,35,14,4,1,0,0,0,3,0,5,20,13,19,2,0,0,0,50,12,0
20210708,34,63,259,193,161,113,40,23,10,0,0,0,0,3,0,5,19,13,18,2,0,0,0,45,15,0
20210707,53,70,265,191,181,103,39,12,6,0,0,0,0,3,0,5,23,12,17,2,0,0,0,46,16,0
20210706,21,29,169,129,107,96,25,12,4,1,0,0,0,5,1,5,21,12,17,2,0,0,0,47,16,0
20210705,7,26,101,61,62,39,25,7,11,3,0,0,0,3,1,6,19,11,14,3,0,0,0,41,16,0
20210704,22,38,168,118,95,44,20,9,3,1,0,0,0,2,1,6,16,9,14,3,0,0,0,37,14,0
20210703,20,45,246,166,109,71,30,11,15,3,0,0,0,2,1,4,16,9,14,4,0,0,0,38,12,0
20210702,30,43,221,113,102,94,30,16,9,2,0,0,0,2,1,4,18,9,16,4,0,0,0,40,14,0
20210701,27,48,207,155,95,89,28,14,8,2,0,0,0,2,1,3,16,9,16,4,0,0,0,37,14,0
20210630,17,61,201,132,143,94,36,13,13,4,0,0,0,2,0,3,15,8,15,4,0,0,0,34,13,0
20210629,11,47,136,83,81,69,28,15,6,0,0,0,0,2,0,1,13,8,15,4,0,0,0,30,13,0
20210628,8,27,95,61,47,49,15,10,4,1,0,0,0,0,0,1,11,9,16,4,0,0,0,28,13,0
20210627,16,35,108,74,68,43,23,13,5,1,0,0,0,0,0,0,11,8,14,4,0,0,0,26,11,0
20210626,42,44,159,98,77,64,27,13,9,1,0,0,0,0,0,0,9,8,16,4,0,0,0,26,11,0
20210625,25,63,180,111,81,67,20,11,4,0,0,0,0,0,0,0,6,9,19,4,0,0,0,26,12,0
20210624,20,75,156,106,102,72,25,6,6,2,0,0,0,0,1,1,6,10,21,4,0,0,0,30,13,0
20210623,15,77,165,129,101,82,27,14,9,0,0,0,0,0,1,2,5,10,22,4,0,0,0,33,11,0
20210622,10,44,130,83,70,54,19,11,10,4,0,0,0,0,1,3,4,12,21,4,0,0,0,35,10,0
20210621,4,18,79,45,46,30,8,3,2,0,1,0,0,0,1,3,4,13,23,3,0,0,0,36,11,0
20210620,22,35,131,53,51,52,14,11,6,1,0,0,0,0,1,4,3,12,22,3,0,0,0,35,10,0
20210619,18,27,126,68,56,52,22,8,7,4,0,0,0,0,1,3,3,12,21,3,0,0,0,34,9,0
20210618,9,40,145,93,86,41,24,9,3,3,0,0,0,0,0,2,2,13,22,3,0,0,0,33,9,0
20210617,16,30,147,92,73,51,19,10,8,6,0,0,0,0,0,3,2,13,20,2,0,0,0,32,8,0
20210616,8,43,152,88,95,68,23,14,8,2,0,0,0,0,0,3,3,14,22,2,1,0,0,36,9,0
20210615,8,28,96,79,50,39,17,13,6,0,1,0,0,0,0,3,3,16,20,2,1,0,0,35,10,0
20210614,3,13,71,37,28,25,18,5,7,2,0,0,0,0,0,4,3,16,20,2,1,0,0,36,10,0
20210613,13,25,99,63,43,28,14,10,8,1,0,0,0,0,0,4,5,15,20,2,1,0,0,36,11,0
20210612,18,36,160,87,68,50,20,15,10,3,0,0,0,0,0,4,5,15,19,2,1,0,0,35,11,0
20210611,8,28,167,79,71,39,24,10,7,2,0,0,0,0,0,4,8,15,19,4,1,0,0,39,12,0
20210610,11,27,141,84,77,65,18,11,4,1,0,0,0,0,0,5,10,16,21,2,1,0,0,44,11,0
20210609,12,27,135,96,72,54,26,12,4,2,0,0,0,0,0,5,10,16,21,4,1,0,0,44,13,0
20210608,19,24,114,72,58,41,21,15,3,2,0,0,1,0,0,4,11,16,23,4,1,0,0,46,14,0
20210607,4,14,83,49,38,26,9,7,5,0,0,0,1,0,1,5,11,15,22,5,1,0,0,46,15,0
20210606,17,20,82,82,64,43,23,11,8,1,0,0,1,0,1,5,10,14,22,6,1,0,0,45,15,0
20210605,15,26,127,96,69,57,21,15,9,1,0,0,1,0,1,6,10,13,23,7,1,0,0,48,14,0
20210604,32,27,132,99,73,63,19,19,5,3,0,0,1,0,1,5,11,12,23,8,1,0,0,49,13,0
20210603,20,27,135,108,81,76,21,24,10,5,1,0,1,0,1,6,9,16,24,8,2,0,0,51,16,0
20210602,18,30,146,87,92,47,32,20,15,0,0,0,1,0,1,6,12,18,23,9,3,0,0,56,17,0
20210601,22,37,115,103,88,46,24,22,14,0,0,0,1,0,0,6,14,19,21,7,2,0,0,56,14,0
20210531,10,17,72,59,38,33,11,9,6,5,0,0,0,0,0,6,13,24,23,7,2,0,0,61,14,0
20210529,22,37,160,115,79,59,36,19,9,2,1,0,0,0,0,7,14,24,24,7,2,0,0,64,14,0
20210528,26,31,168,133,104,65,38,23,24,2,0,0,0,0,0,5,12,19,25,7,2,0,0,55,15,0
20210527,24,41,180,139,112,88,46,36,13,5,0,0,0,0,0,5,12,20,23,7,1,0,1,55,13,1
20210526,26,45,177,156,121,86,49,40,32,11,0,0,0,0,0,6,12,20,24,7,1,0,0,58,12,0
20210525,19,26,144,123,90,64,31,26,12,7,0,0,0,0,1,5,13,24,21,6,1,0,0,58,13,0
20210524,16,32,92,51,41,49,23,15,13,7,1,0,0,0,1,5,13,22,21,6,0,0,0,55,13,0
20210523,24,31,163,90,79,67,29,31,17,3,1,0,0,0,1,4,8,21,20,5,2,0,0,46,14,1
20210522,29,26,182,110,101,64,37,26,25,2,0,0,0,0,1,4,9,21,21,5,1,0,0,49,13,0
20210521,28,37,216,114,94,78,27,32,17,6,0,0,0,0,1,5,9,24,21,4,1,0,0,53,12,0
20210520,27,53,268,152,113,99,60,34,26,11,0,0,0,0,1,4,8,25,25,5,1,0,0,55,14,0
20210519,19,50,210,155,113,98,46,43,25,6,1,0,0,0,1,3,10,26,28,4,1,0,0,59,14,0
20210518,19,47,209,143,124,90,36,39,14,10,1,0,0,1,3,5,10,29,27,5,1,0,0,66,15,0
20210517,7,30,126,85,53,49,31,18,15,4,1,0,0,1,3,4,15,28,25,7,2,0,0,69,16,0
20210516,25,42,165,99,69,63,33,26,15,5,0,0,0,1,4,3,16,26,24,8,2,0,0,67,17,0
20210515,26,56,234,135,125,97,44,30,23,2,0,0,0,1,4,3,18,26,23,8,2,0,0,69,16,0
20210514,30,56,288,144,118,100,55,33,22,8,0,0,0,0,4,4,19,25,23,7,2,0,0,67,17,0
20210513,30,66,316,196,152,115,51,40,31,13,0,0,0,0,2,4,20,25,22,10,1,0,0,69,15,0
20210512,30,66,273,199,147,117,67,33,24,12,1,0,0,2,1,5,19,26,23,9,1,0,0,69,17,0
20210511,32,61,277,148,141,117,64,46,29,10,0,0,0,2,1,6,19,25,20,8,0,0,0,65,16,0
20210510,25,40,148,103,102,74,23,34,22,2,0,0,0,2,1,5,18,23,20,9,0,0,0,62,16,0
20210509,49,83,304,167,167,122,61,42,26,11,0,0,0,2,1,5,16,23,18,8,0,0,0,59,14,0
20210508,40,83,286,216,187,147,71,51,36,4,0,0,0,2,1,6,16,23,15,8,0,0,0,58,13,0
20210507,36,54,227,189,161,129,48,31,26,6,0,0,0,2,1,7,15,21,15,7,0,0,1,56,12,1
20210506,21,42,151,122,92,70,40,27,17,9,0,0,0,2,3,7,17,22,12,9,0,0,0,58,14,0
20210505,19,51,155,142,100,70,40,26,17,1,0,0,0,1,3,5,17,22,13,8,0,0,0,56,13,0
20210504,25,32,148,123,103,89,33,32,17,7,0,0,0,1,3,5,14,22,12,8,0,0,0,52,13,0
20210503,33,61,182,131,137,73,36,31,15,8,1,0,0,1,3,5,13,22,13,8,0,0,0,53,12,0
20210502,46,68,233,162,133,110,54,45,22,6,0,0,0,1,3,6,13,21,10,9,0,0,0,52,11,0
20210501,33,72,272,220,173,152,64,38,16,10,0,0,0,1,3,6,13,21,10,9,0,0,0,52,11,0
20210430,26,60,218,110,130,83,33,22,11,5,0,0,0,1,3,7,12,21,13,8,0,0,0,53,12,0
20210429,36,86,282,197,172,135,59,34,24,2,0,0,0,1,3,5,10,19,13,7,0,0,0,45,13,0
20210428,30,64,255,176,160,113,57,41,17,11,1,0,0,1,3,4,10,15,13,7,0,0,0,41,12,0
20210427,16,61,220,119,125,119,46,42,51,27,2,0,0,1,4,4,11,13,15,6,1,0,0,40,15,0
20210426,12,18,117,90,64,62,30,19,10,2,1,0,0,1,4,4,10,13,16,6,1,0,0,39,16,0
20210425,23,48,182,117,83,91,37,29,20,5,0,0,0,1,4,4,8,12,16,4,1,0,0,35,15,0
20210424,19,64,248,178,134,100,52,38,32,11,0,0,0,1,4,4,7,12,18,3,2,0,0,35,15,1
20210423,24,71,226,145,115,96,41,26,11,4,0,0,0,1,4,5,9,11,17,4,1,0,0,37,15,0
20210422,22,65,261,134,132,103,68,45,21,10,0,0,0,1,2,5,8,11,16,4,1,0,0,36,12,0
20210421,44,50,221,170,157,94,46,39,17,5,0,0,0,1,1,6,6,12,18,3,1,0,0,37,11,0
20210420,16,45,175,148,127,67,44,42,33,14,0,0,0,1,1,4,6,14,20,3,1,0,0,38,12,0
20210419,16,34,86,85,58,58,28,15,17,7,1,0,0,1,1,4,6,13,17,3,1,0,0,35,11,1
20210418,26,44,145,107,83,46,37,22,25,8,0,0,0,1,0,2,6,11,18,6,1,0,0,34,11,0
20210417,20,53,239,156,112,78,41,30,20,10,0,0,0,1,0,2,7,12,17,5,1,0,0,34,11,0
20210416,17,45,200,132,119,63,48,27,12,4,0,0,0,1,0,2,7,11,16,5,1,0,0,32,11,0
20210415,24,34,203,145,122,96,36,31,27,11,0,0,0,1,0,2,6,8,15,4,1,0,0,29,8,0
20210414,16,48,183,103,101,78,21,20,16,5,0,0,0,1,0,3,6,7,19,4,1,0,0,32,9,0
20210413,15,37,156,87,100,51,25,25,14,0,0,0,0,1,0,2,6,8,19,4,1,0,0,32,9,0
20210412,9,25,88,57,47,40,21,7,8,4,0,0,0,1,0,1,6,9,18,5,2,0,0,32,10,0
20210411,22,24,138,78,61,39,20,14,21,3,1,0,0,0,0,1,4,8,18,5,2,0,1,28,10,1
20210410,18,36,162,117,96,75,24,24,12,6,0,0,0,0,0,1,4,9,16,5,2,0,0,26,11,0
20210409,10,35,173,95,94,76,21,16,12,5,0,0,0,0,0,1,5,12,17,6,2,0,0,30,13,0
20210408,4,29,173,103,86,66,35,26,15,8,0,0,0,0,0,1,5,10,16,8,1,0,0,28,13,0
20210407,9,23,178,97,84,80,39,27,14,4,0,0,0,0,0,1,6,10,16,7,1,0,0,28,13,0
20210406,5,20,116,96,53,60,19,18,9,1,2,0,0,0,0,2,6,10,18,7,1,0,0,29,15,0
20210405,8,16,79,51,31,27,17,10,7,3,0,0,0,0,0,2,6,12,18,7,1,0,0,30,16,0
20210404,15,20,102,76,50,53,14,16,6,3,0,0,0,0,0,3,6,13,17,7,1,0,0,32,15,0
20210403,12,22,131,79,67,53,35,25,14,7,1,0,0,0,0,3,6,13,18,7,1,0,0,33,15,0
20210402,15,31,115,63,78,63,27,27,17,3,1,0,0,0,0,3,4,12,17,6,1,0,0,28,15,0
20210401,17,24,114,93,55,64,39,32,24,13,0,0,0,0,0,3,3,12,18,7,1,0,0,28,16,0
20210331,12,20,115,64,66,49,29,29,25,5,0,0,0,0,0,2,4,12,19,7,1,0,0,30,15,0
20210328,0,13,88,41,43,47,23,31,19,7,1,0,0,0,0,2,3,10,17,7,2,0,0,29,12,0
20210327,17,28,107,74,56,54,32,35,17,10,0,0,0,0,0,3,3,10,19,7,2,0,0,31,13,0
20210326,14,14,88,51,68,43,29,38,22,9,0,0,0,0,0,3,3,10,20,7,2,0,0,31,14,0
20210325,5,16,90,53,57,55,41,39,27,11,0,0,0,0,0,4,3,9,17,7,1,0,0,29,12,0
20210324,18,22,89,62,55,48,42,35,35,10,4,0,0,0,0,4,4,9,15,8,2,0,0,33,9,0
20210323,9,30,86,46,41,43,19,29,24,10,0,0,0,0,0,4,4,9,16,7,2,0,0,33,9,0
20210322,9,9,39,29,35,21,13,13,17,2,0,0,0,0,0,4,5,10,19,8,1,0,0,34,13,0
20210321,15,7,52,30,31,41,26,21,25,8,0,0,0,0,0,2,5,12,20,7,1,0,0,33,14,0
20210320,18,20,87,52,42,50,22,22,23,6,0,0,0,0,0,2,5,13,19,7,1,0,0,34,13,0
20210319,10,20,67,49,38,38,36,23,18,4,0,0,0,0,0,2,5,12,19,7,1,0,0,33,13,0
20210318,12,20,65,48,36,42,40,35,20,4,1,0,0,0,0,2,4,10,20,7,1,0,0,31,13,0
20210317,22,24,88,69,58,55,21,41,25,6,0,0,0,0,0,1,3,10,18,8,1,0,0,27,14,0
20210316,6,11,55,67,41,45,32,23,13,7,0,0,0,0,0,1,3,10,18,9,1,0,0,27,15,0
20210315,8,14,32,22,28,20,11,16,13,10,0,1,0,0,0,2,3,11,18,7,0,0,1,27,14,1
20210314,12,18,46,37,36,26,15,24,19,6,0,0,0,0,0,2,3,10,17,8,0,0,1,27,13,1
20210313,16,10,75,46,53,45,25,27,30,3,0,0,0,0,0,2,3,10,16,8,0,0,1,27,12,1
20210312,6,17,62,48,59,36,24,29,18,4,1,0,0,0,0,1,3,9,15,9,0,0,0,27,10,0
20210311,15,14,76,63,47,40,22,23,28,6,1,0,0,0,0,1,3,9,17,9,0,0,0,29,10,0
20210310,13,24,73,53,56,39,24,37,17,4,0,0,0,0,0,1,4,9,16,9,0,0,0,29,10,0
20210309,10,17,44,36,48,45,33,27,30,0,0,0,0,0,0,2,4,8,16,9,0,0,0,29,10,0
20210308,15,5,20,14,11,18,14,11,8,0,0,0,0,0,0,3,5,11,17,10,0,0,0,35,11,0
20210307,9,9,44,34,40,40,22,18,17,4,0,0,0,0,0,3,4,12,23,9,0,0,1,39,12,1
20210306,10,12,68,43,44,29,28,29,22,8,0,0,0,0,0,3,4,12,23,9,0,0,0,39,12,0
20210305,9,12,63,49,35,44,28,30,24,6,1,0,0,0,0,3,4,11,23,8,0,0,0,37,12,0
20210304,10,18,71,40,36,34,22,19,19,10,0,0,0,0,0,3,5,12,23,8,0,0,0,40,11,0
20210303,7,9,65,50,40,33,33,35,28,15,1,0,0,0,0,2,5,12,26,7,0,0,0,41,11,0
20210302,5,13,49,50,25,31,19,15,20,5,0,0,0,0,0,2,7,12,26,7,0,0,0,42,12,0
20210301,1,16,22,15,24,16,8,10,9,0,0,0,0,0,0,2,8,12,30,9,0,0,0,49,12,0
20210228,9,17,43,50,36,30,27,40,45,30,2,0,0,0,0,1,8,13,34,10,0,0,1,52,14,1
20210227,14,16,77,63,54,44,24,26,14,5,0,0,0,0,0,1,8,13,34,11,1,0,0,53,15,0
20210226,7,15,65,46,36,30,19,21,23,8,0,0,0,0,0,1,8,14,34,12,1,0,0,55,15,0
20210225,13,15,62,50,65,48,25,30,22,10,0,0,0,0,1,1,7,15,33,13,1,0,0,57,14,0
20210224,11,8,28,25,38,32,19,16,22,14,0,0,0,0,1,2,7,15,31,12,1,0,0,56,13,0
20210223,7,16,61,50,27,35,21,28,19,11,0,0,0,0,1,2,9,18,32,13,1,0,1,62,14,1
20210222,4,8,35,34,28,24,10,12,17,4,2,0,0,0,1,2,9,18,32,13,1,0,0,61,15,0
20210221,9,8,53,54,47,37,15,21,17,11,0,0,0,0,1,2,11,18,34,15,1,0,0,68,14,0
20210220,13,18,69,50,49,39,32,18,25,12,2,0,0,0,1,2,11,17,35,15,1,0,0,68,14,0
20210219,6,21,84,69,40,49,30,27,22,5,0,0,0,0,1,3,11,16,38,13,2,0,0,70,14,0
20210218,9,29,108,80,67,49,24,27,41,11,0,0,0,0,1,3,9,15,40,14,2,0,0,71,13,0
20210217,9,21,66,74,51,52,32,30,35,8,0,0,0,0,1,3,9,17,43,12,2,0,0,73,14,0
20210216,12,15,65,53,41,59,23,34,36,11,1,0,0,0,1,2,9,19,45,14,2,0,0,78,14,0
20210215,15,27,51,35,38,37,20,15,21,6,1,0,0,0,1,2,9,23,48,12,2,0,0,79,18,0
20210214,9,17,71,50,46,42,24,44,46,21,1,0,0,0,1,2,10,28,45,14,3,0,0,84,19,0
20210213,15,21,63,62,44,55,31,29,37,12,0,0,0,0,1,2,10,29,45,14,3,0,0,84,20,0
20210212,14,15,44,48,49,36,35,25,24,17,0,0,0,0,1,2,8,29,44,14,3,0,1,81,20,1
20210211,16,34,79,78,64,57,28,37,27,14,0,0,0,0,0,2,9,30,43,14,3,0,2,82,19,2
20210210,12,26,80,71,75,60,45,50,52,20,0,0,0,0,0,1,10,29,43,16,4,0,0,85,18,0
20210209,10,24,76,67,62,58,36,36,25,17,1,0,0,0,0,2,11,27,41,19,4,0,0,85,19,0
20210208,6,10,54,41,20,36,24,31,29,23,2,0,0,0,0,2,9,28,40,20,3,0,2,80,22,2
20210207,17,16,79,75,55,52,34,44,39,18,0,0,0,0,0,3,12,33,37,20,3,0,3,84,24,3
20210206,24,26,128,97,86,71,54,53,67,30,3,0,0,0,0,3,14,32,42,20,3,0,0,88,26,0
20210205,30,33,107,83,83,77,45,54,41,23,1,0,0,0,0,3,13,32,44,22,3,0,0,90,27,0
20210204,22,45,138,120,104,97,62,55,64,27,0,0,0,0,0,2,13,33,44,20,3,0,0,89,26,0
20210203,28,34,129,105,96,81,53,68,56,25,1,0,0,0,0,3,15,36,46,22,3,0,0,97,28,0
20210202,13,25,114,93,89,67,47,36,51,20,1,0,0,0,0,4,15,36,50,21,3,0,0,101,28,0
20210201,9,17,62,64,63,54,32,30,47,15,0,0,0,0,0,4,15,38,53,21,2,0,0,101,32,0
20210131,25,27,122,76,93,89,38,77,62,22,2,0,0,0,0,4,16,41,52,23,3,0,1,104,35,1
20210129,20,41,172,140,112,119,82,79,71,31,1,0,0,0,0,3,15,43,57,26,3,0,0,109,38,0
20210128,62,56,178,173,154,137,86,86,92,38,2,0,0,0,0,3,16,46,55,27,3,0,0,109,41,0
20210127,23,42,193,160,144,146,87,78,77,19,4,0,0,0,0,6,17,48,58,27,3,0,0,116,43,0
20210126,27,45,189,164,145,142,96,95,86,35,2,0,0,0,0,4,14,52,50,26,2,0,0,109,39,0
20210125,23,36,117,114,83,93,49,50,30,23,0,0,0,0,0,4,14,50,48,28,2,0,2,109,37,2
20210124,23,41,191,143,125,148,101,90,88,33,3,0,0,0,0,5,15,51,50,27,2,0,6,115,35,6
20210123,29,71,206,136,180,154,88,86,80,36,4,0,0,0,0,5,16,49,51,28,2,0,5,116,35,5
20210122,34,63,223,172,173,159,114,98,103,32,4,0,0,0,0,5,18,52,52,28,2,0,1,117,40,1
20210121,53,73,300,241,196,222,173,92,83,36,2,0,0,0,0,5,17,53,55,27,2,0,0,121,38,0
20210120,40,73,272,213,211,163,118,77,67,39,1,0,0,0,0,5,19,53,59,23,1,0,0,127,33,0
20210119,28,60,282,211,192,186,104,92,69,16,0,0,0,0,0,5,17,51,59,21,1,0,1,119,35,1
20210118,32,68,303,206,199,130,96,71,58,41,0,0,0,1,0,6,14,46,51,22,1,0,2,108,33,2
20210117,47,86,362,315,258,213,122,117,56,16,0,0,0,1,0,6,12,45,50,20,1,0,3,102,33,3
20210116,65,97,379,302,294,268,152,123,95,33,1,0,0,1,0,6,11,44,55,18,1,0,0,102,34,0
20210115,65,108,458,355,303,297,152,132,99,30,2,0,0,1,0,7,11,42,51,20,1,0,0,100,33,0
20210114,48,100,379,293,214,207,113,82,51,15,0,0,0,1,0,9,10,39,55,20,1,0,0,104,31,0
20210113,25,95,394,275,202,198,101,70,61,12,0,0,0,1,0,12,11,40,56,20,1,0,0,108,33,0
20210112,23,54,249,184,128,138,76,70,37,11,0,0,0,1,0,11,17,37,55,20,1,0,2,112,30,2
20210111,37,72,356,204,183,177,75,58,39,18,0,0,0,0,0,9,14,30,49,18,1,0,10,96,25,10
20210110,39,104,403,261,236,201,105,69,50,25,1,0,0,0,0,9,14,32,48,18,1,0,6,97,25,6
20210109,56,132,654,437,337,302,151,117,64,17,1,0,0,0,0,9,14,35,49,18,1,0,3,102,24,3
20210108,46,141,711,536,340,298,143,115,42,19,1,0,0,0,0,10,13,37,49,19,1,0,0,104,25,0
20210107,53,128,666,552,408,303,143,98,76,18,2,0,0,0,0,8,12,33,46,21,1,0,0,96,25,0
20210106,42,66,439,326,278,196,111,82,38,13,0,0,0,0,0,6,12,32,41,20,2,0,0,87,26,0
20210105,25,70,356,256,205,163,72,73,48,10,0,0,0,0,0,6,14,27,41,21,1,0,1,84,26,1
20210104,14,44,241,181,147,124,60,38,23,10,2,0,0,0,1,6,12,26,40,21,0,0,2,83,23,2
20210103,22,37,214,182,116,123,52,39,26,5,0,0,0,0,1,5,12,24,38,19,0,0,2,77,22,2
20210102,20,35,213,137,138,118,59,42,34,18,0,0,0,0,1,5,11,23,35,19,0,0,0,73,21,0
20210101,14,30,234,143,132,104,59,31,25,11,0,0,0,0,1,4,11,20,34,18,0,0,0,68,20,0
20201231,29,82,385,248,195,178,88,62,51,18,1,0,0,0,1,4,12,23,32,17,0,0,0,70,19,0
20201230,11,73,249,178,150,136,60,40,34,12,0,1,0,0,1,4,8,23,32,17,0,0,0,66,19,0
20201229,20,34,220,169,125,129,64,48,41,6,0,0,0,0,1,4,8,24,32,14,0,0,1,65,18,1
20201228,11,22,132,107,85,56,29,24,11,4,0,0,0,0,1,4,7,22,32,15,0,0,0,62,19,0
20201227,14,48,183,132,99,93,50,45,30,12,1,1,0,0,1,4,8,23,30,16,0,0,0,65,17,0
20201226,14,44,277,202,133,134,61,45,28,10,1,0,0,0,1,4,8,22,29,17,0,0,0,63,18,0
20201225,23,47,246,175,154,109,52,36,36,6,0,0,0,0,1,4,8,23,26,18,1,0,0,65,16,0
20201224,30,47,240,184,143,121,49,38,30,6,0,0,0,0,0,5,7,21,22,16,2,0,0,60,13,0
20201223,14,24,193,141,130,120,54,34,33,5,0,0,0,0,1,5,6,17,21,17,2,0,0,56,13,0
20201222,20,26,133,120,96,77,43,25,16,7,0,0,0,0,1,5,7,15,21,13,2,0,0,53,11,0
20201221,3,10,101,97,58,57,22,17,17,10,0,0,0,0,1,4,6,15,21,13,3,0,0,52,11,0
20201220,13,37,150,111,92,61,40,27,19,6,0,0,0,0,0,4,7,16,22,14,1,0,2,52,12,2
20201219,18,43,207,136,111,97,54,33,27,10,0,0,0,0,0,4,7,14,22,14,1,0,0,50,12,0
20201218,16,30,185,139,101,76,48,39,19,10,1,0,0,0,0,4,6,16,23,15,2,0,0,52,14,0
20201217,23,47,201,169,123,113,62,43,26,14,0,0,0,0,0,4,7,16,24,14,1,0,0,52,14,0
20201216,17,35,184,123,107,94,49,38,23,8,0,0,0,0,1,4,7,18,25,13,1,0,0,54,15,0
20201215,6,27,124,91,71,55,29,26,21,7,0,0,0,0,1,4,7,22,27,16,1,0,0,60,18,0
20201214,6,26,85,55,55,36,19,10,11,2,0,0,0,0,1,3,6,22,25,15,1,0,0,57,16,0
20201213,12,34,121,88,73,63,35,25,26,3,0,0,0,0,1,3,5,20,23,17,1,0,0,54,16,0
20201212,12,37,181,118,89,80,37,34,21,11,0,0,0,0,1,3,4,19,22,17,1,0,1,51,16,1
20201211,18,26,159,105,91,70,43,41,28,14,0,0,0,0,1,3,6,19,21,17,0,0,0,51,16,0
20201210,4,28,135,137,111,86,37,28,28,6,0,0,0,0,1,3,4,15,20,16,0,0,0,44,15,0
20201209,12,37,130,116,80,71,46,37,30,12,1,0,0,0,1,3,4,17,20,14,0,0,0,44,15,0
